First Name,Last Name,Description,IsContribution,Amount,Date Contribution,Contribution/Expenditure On Behalf Of,Name of Candidate/Public Official/Ballot Issue,Expenditure Purpose,Beneficiary,Filing Period,Date Added
Leland,Gould,Candidate,2,500,10/10/2018,MARATHON PETROLEUM CORPORATION AND ITS SUBSIDIARIES (FKA ANDEAVOR),GAIL MISSY ARMSTRONG,NULL,NULL,2019 January Lobbyist Report,1/14/2019 13:27
Rohan,Patel,Political Contribution,2,2500,10/31/2018,"Tesla, Inc.",New Mexicans for Michelle,NULL,NULL,2019 January Lobbyist Report,1/14/2019 13:05
Shelby,Fletcher,Candidate,2,250,10/30/2018,Pfizer Inc.,Brian Egolf,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:47
Minda,McGonagle,Candidate,2,250,11/4/2018,Minda McGonagle-Personal,Hector Balderas,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:35
Sayuri ,Yamada,Meal and Beverage Expenses,1,20.2,11/30/2018,Various events,Various,To inform elected officials on PNM issues,"Various, none exceeded by $100 per beneficiary",2019 January Lobbyist Report,1/14/2019 11:31
Sayuri ,Yamada,Meal and Beverage Expenses,1,110.27,10/31/2018,Vaious events,Various,To inform elected officials on PNM issues,"Various, none exceeded by $100 per beneficiary",2019 January Lobbyist Report,1/14/2019 11:30
Stephen,Perry,Political Contribution,2,5500,11/28/2018,Chevron USA,NMOGA PAC,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:26
Minda,McGonagle,Meal and Beverage Expenses,1,67.1,12/31/2018,Minda McGonagle Government + Public Relations,Various New Mexico Restaurants,Public Policy issues education and discussions,Various elected and public officials,2019 January Lobbyist Report,1/14/2019 11:24
Carlos ,Lucero,Meal and Beverage Expenses,1,27.94,12/31/2018,Various events,Various,To inform elected officials on PNM issues,"Various, none exceeded by $100 per beneficiary",2019 January Lobbyist Report,1/14/2019 11:19
Minda,McGonagle,Candidate,2,500,11/11/2018,Minda McGonagle-Personal,Mimi Stewart WHIP PAC,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:14
Minda,McGonagle,Political Contribution,2,100,11/4/2018,Minda McGonagle-Personal,Democrat Party of NM,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:14
Minda,McGonagle,Candidate,2,1500,11/1/2018,Verdes Foundation,MOE PAC,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:12
Oriana R.,Sandoval,Candidate,2,50,10/9/2018,Oriana Sandoval,Beto O'Rourke,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:12
Carlos ,Lucero,Meal and Beverage Expenses,1,291.05,10/31/2018,Various events,Various,To inform elected officials on PNM issues,"Various, none exceeded by $100 per beneficiary",2019 January Lobbyist Report,1/14/2019 11:12
Minda,McGonagle,Candidate,2,1500,11/1/2018,Verdes Foundation,Empower New Mexico,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:12
Minda,McGonagle,Candidate,2,1500,11/1/2018,Verdes Foundation,A Strong New Mexico,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:12
Minda,McGonagle,Candidate,2,500,10/30/2018,Minda McGonagle-Personal,Debbie Armstrong,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:11
Ane,Romero,Candidate,2,50,11/1/2018,Ane Romero,Deborah Haaland,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:10
Ane,Romero,Candidate,2,50,10/1/2018,Ane Romero,Deborah Haaland,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:10
Minda,McGonagle,Candidate,2,250,10/29/2018,Minda McGonagle-Personal,Patricia Lundstrom,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:10
Minda,McGonagle,Candidate,2,200,10/24/2018,Minda McGonagle-Personal,Nathan Small,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:09
Minda,McGonagle,Candidate,2,250,10/22/2018,Minda McGonagle-Personal,Empower New Mexico,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:09
Minda,McGonagle,Candidate,2,200,10/19/2018,Minda McGonagle-Personal,Rudy Martinez,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:08
Minda,McGonagle,Candidate,2,200,10/19/2018,Minda McGonagle-Personal,Elizabeth Thomson,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:08
Minda,McGonagle,Candidate,2,500,10/10/2018,Minda McGonagle-Personal,Speaker Fund,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:07
Minda,McGonagle,Candidate,2,200,10/9/2018,Minda McGonagle-Personal,Candie Sweetser,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:06
Minda,McGonagle,Candidate,2,200,10/7/2018,Minda McGonagle-Personal,Monica Youngblood,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:05
Minda,McGonagle,Candidate,2,200,10/7/2018,Minda McGonagle-Personal,Jane Powdrell Culbert,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:05
Minda,McGonagle,Candidate,2,200,10/7/2018,Minda McGonagle-Personal,Kelly Fajardo,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:04
Minda,McGonagle,Candidate,2,200,10/7/2018,Minda McGonagle-Personal,Rebecca Dow,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:04
Minda,McGonagle,Candidate,2,250,10/4/2018,Minda McGonagle-Personal,MOE PAC,NULL,NULL,2019 January Lobbyist Report,1/14/2019 11:02
Raymond ,Sanchez,Candidate,2,250,10/25/2018,Raymond G. Sanchez,Xochitli Torres  Small,NULL,NULL,2019 January Lobbyist Report,1/14/2019 10:22
Raymond ,Sanchez,Candidate,2,200,10/24/2018,Raymond G. Sanchez,Brian Colon,NULL,NULL,2019 January Lobbyist Report,1/14/2019 10:21
Raymond ,Sanchez,Candidate,2,250,10/3/2018,Raymond G. Sanchez,Deb Haaland,NULL,NULL,2019 January Lobbyist Report,1/14/2019 10:20
Amerika,Martinez,Meal and Beverage Expenses,1,438.9,11/25/2018,,whole hog cafe,lunch,lfc staff and attendees ,2019 January Lobbyist Report,1/14/2019 10:17
Patrick,Rogers,Candidate,2,1299.68,10/25/2018,Patrick and Julie Rogers (In kind) ,Pat Lyons for Land comm,NULL,NULL,2019 January Lobbyist Report,1/14/2019 10:14
Richard ,Minzner,Political Contribution,2,250,10/10/2018,Self,Egolf Speaker�s Fund,NULL,NULL,2019 January Lobbyist Report,1/14/2019 9:13
Richard ,Minzner,Political Contribution,2,300,10/26/2018,Self,New Mexicans for Michelle,NULL,NULL,2019 January Lobbyist Report,1/14/2019 9:11
Marco,Gonzales,Candidate,2,500,10/10/2018,Personal,Brian Egolf for NM House,NULL,NULL,2019 January Lobbyist Report,1/14/2019 7:30
Marco,Gonzales,Candidate,2,2500,10/29/2018,Personal,Michelle Lujan Grisham for Governor,NULL,NULL,2019 January Lobbyist Report,1/14/2019 7:29
Marla ,Shoats,Political Contribution,2,150,10/16/2018,Advocate 4 NM Inc. ,CTE Bob Godshall,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Marla ,Shoats,Political Contribution,2,150,10/16/2018,Advocate 4 NM Inc. ,CTE Candace Gould,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Marla ,Shoats,Political Contribution,2,150,11/1/2018,Advocate 4 NM Inc. ,CTE Maggie Toulouse-Oliver ,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Marla ,Shoats,Political Contribution,2,5500,10/30/2018,Select Energy Services ,CTE Gov. Michelle Lujan-Grisham ,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Thomas,Sellers,Meal and Beverage Expenses,1,1261.36,10/7/2018,,N/A,Aggregate Amount,N/A,2019 January Lobbyist Report,1/14/2019
Leland,Gould,Candidate,2,750,10/10/2018,MARATHON PETROLEUM CORPORATION AND ITS SUBSIDIARIES (FKA ANDEAVOR),RICHARD MARTINEZ,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Meal and Beverage Expenses,1,2236.94,12/30/2018,Joseph Thompson,Joseph Thompson,Legislative Luncheon/Dinner Meetings,Various Under $100,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,1000,12/30/2018,"The GEO Group, Inc.",Sen. Steven Neville,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,750,12/30/2018,"The GEO Group, Inc.",Sen. George Munoz,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,1000,12/30/2018,"The GEO Group, Inc.",Sen. Carlos Cisneros,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,1000,12/30/2018,"The GEO Group, Inc.",Sen. Pete Campos,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,750,12/30/2018,"The GEO Group, Inc.",Sen. John Sapien,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,750,12/30/2018,"The GEO Group, Inc.",Sen. Sander Rue,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,750,12/30/2018,"The GEO Group, Inc.",Sen. William Burt,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,1500,12/30/2018,"The GEO Group, Inc.",Sen. John Arthur Smith,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,1000,12/30/2018,"The GEO Group, Inc.",Sen. Carroll Leavell,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,1000,12/30/2018,"The GEO Group, Inc.",Sen. Gay Kernan,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,500,12/30/2018,"The GEO Group, Inc.",Rep. Paul Bandy,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,500,12/30/2018,"The GEO Group, Inc.",Rep. Kelly Fajardo,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,1000,12/30/2018,"The GEO Group, Inc.",Rep. Patricio Ruiloba,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,500,12/30/2018,"The GEO Group, Inc.",Rep. Greg Schmedes,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,500,12/30/2018,"The GEO Group, Inc.",Rep. Georgene Louis,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,750,12/30/2018,"The GEO Group, Inc.",Rep. Jimmie Hall,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,500,12/30/2018,"The GEO Group, Inc.",Rep. Candie Sweetser,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,500,12/30/2018,"The GEO Group, Inc.",Rep. Joseph Sanchez,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,750,12/30/2018,"The GEO Group, Inc.",Rep. Jim Trujillo,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,1000,12/30/2018,"The GEO Group, Inc.",Rep. James Townsend,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,500,12/30/2018,"The GEO Group, Inc.",Rep. David Gallegos,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,500,12/30/2018,"The GEO Group, Inc.",Rep. Larry Scott,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,500,12/30/2018,"The GEO Group, Inc.",Rep. Randal Crowder,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,500,12/30/2018,"The GEO Group, Inc.",Rep. Phelps Anderson,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,500,12/30/2018,"The GEO Group, Inc.",Rep. Jack Chatfield,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Joseph,Thompson,Political Contribution,2,500,12/30/2018,"The GEO Group, Inc.",Rep. Harry Garcia,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Sayuri ,Yamada,Meal and Beverage Expenses,1,108.26,12/31/2018,Various events,Various,To inform elected officials on PNM issues,"Various, none exceeded by $100 per beneficiary",2019 January Lobbyist Report,1/14/2019
Mark,Duran,Candidate,2,200,10/24/2018,"Mark Duran and Associates, Inc.",Committee to Elect David Adkins,NULL,NULL,2019 January Lobbyist Report,1/14/2019
Marc,Saavedra,Meal and Beverage Expenses,1,42.8,12/6/2018,Council of university Presidents,Rio Chama,To review FY20 budget rec. and CUP priorities,Mark Valenzula,2019 January Lobbyist Report,1/14/2019
Marc,Saavedra,Meal and Beverage Expenses,1,49.69,12/21/2018,Council of University Presidents,Camille's Sidewalk Cafe,To discuss the LFC budget rec. and CUP priorities,Chairwoman Patti Lundstrom,2019 January Lobbyist Report,1/14/2019
Marc,Saavedra,Meal and Beverage Expenses,1,48.27,12/20/2018,Council of University Presidents,O'Neill's Restaurant,To review CUP and UNM priorities,Senator Cisco McSorely,2019 January Lobbyist Report,1/14/2019
Carlos ,Lucero,Meal and Beverage Expenses,1,57.22,11/30/2018,Various events,Various,To inform elected officials on PNM issues,"Various, none exceeded by $100 per beneficiary",2019 January Lobbyist Report,1/14/2019
Johnny,Montoya,Candidate,2,1800,12/19/2018,CenturyLink,John Arthur Smith,NULL,NULL,2019 January Lobbyist Report,1/13/2019 22:03
Johnny,Montoya,Candidate,2,500,12/13/2018,CenturyLink,Mary Kay Papen,NULL,NULL,2019 January Lobbyist Report,1/13/2019 22:02
Johnny,Montoya,Candidate,2,1100,12/12/2018,CenturyLink,Clemente Sanchez,NULL,NULL,2019 January Lobbyist Report,1/13/2019 22:01
Johnny,Montoya,Candidate,2,1000,12/12/2018,CenturyLink,Carlos R. Cisneros,NULL,NULL,2019 January Lobbyist Report,1/13/2019 21:59
Kristine,Jacobus ,Candidate,2,3000,10/31/2018,Ft.. Sill Apache EDA,Patrick Lyons,NULL,NULL,2019 January Lobbyist Report,1/13/2019 19:46
Kristine,Jacobus ,Candidate,2,250,11/1/2018,Ft. Sill Apache EDA,George Dodge,NULL,NULL,2019 January Lobbyist Report,1/13/2019 19:36
Kristine,Jacobus ,Candidate,2,250,11/1/2018,Ft. Sill Apache EDA,Brad Winter,NULL,NULL,2019 January Lobbyist Report,1/13/2019 19:35
Kristine,Jacobus ,Candidate,2,250,11/1/2018,Ft. Sill Apache EDA,Willie Madrid,NULL,NULL,2019 January Lobbyist Report,1/13/2019 19:35
Kristine,Jacobus ,Candidate,2,250,11/1/2018,Ft. Sill Apache EDA,Raymundo Lara,NULL,NULL,2019 January Lobbyist Report,1/13/2019 19:33
Kristine,Jacobus ,Candidate,2,400,11/1/2018,Ft. Sill Apache EDA,Rudy Martinez,NULL,NULL,2019 January Lobbyist Report,1/13/2019 19:28
Kristine,Jacobus ,Candidate,2,500,10/25/2018,Ft. Sill Apache EDA,Sharon Clahchischilliag,NULL,NULL,2019 January Lobbyist Report,1/13/2019 19:27
Kristine,Jacobus ,Candidate,2,250,10/25/2018,Ft. Sill Apache EDA,Micaela Cadena,NULL,NULL,2019 January Lobbyist Report,1/13/2019 19:26
Kristine,Jacobus ,Candidate,2,250,10/25/2018,Ft. Sill Apache EDA,Joann Ferrary,NULL,NULL,2019 January Lobbyist Report,1/13/2019 19:25
Kristine,Jacobus ,Candidate,2,250,10/24/2018,Ft. Sill Apache EDA,Angelica Rubio,NULL,NULL,2019 January Lobbyist Report,1/13/2019 19:24
Kristine,Jacobus ,Candidate,2,250,10/23/2018,Ft. Sill Apache EDA,Natalie Figueroa,NULL,NULL,2019 January Lobbyist Report,1/13/2019 19:23
Kristine,Jacobus ,Candidate,2,250,10/16/2018,Ft. Sill Apache EDA,Elizabeth Thompson,NULL,NULL,2019 January Lobbyist Report,1/13/2019 19:22
Kristine,Jacobus ,Candidate,2,250,10/16/2018,Ft.. Sill Apache EDA,Christine Trujillo,NULL,NULL,2019 January Lobbyist Report,1/13/2019 19:20
Kristine,Jacobus ,Political Contribution,2,250,10/8/2018,Ft.. Sill Apache EDA,Damian Ely,NULL,NULL,2019 January Lobbyist Report,1/13/2019 19:18
Kristine,Jacobus ,Candidate,2,250,10/8/2018,Ft.. Sill Apache EDA,Jane Powdrell Culbert,NULL,NULL,2019 January Lobbyist Report,1/13/2019 19:17
Kristine,Jacobus ,Political Contribution,2,250,10/4/2018,Ft.. Sill Apache EDA,Maestas for NM,NULL,NULL,2019 January Lobbyist Report,1/13/2019 19:16
Kristine,Jacobus ,Candidate,2,250,10/4/2018,Ft. Sill Apache EDA,Antonio Maestas,NULL,NULL,2019 January Lobbyist Report,1/13/2019 19:14
Mary,Feldblum,Candidate,2,125,10/6/2018,Mary Feldblum,Stephanie Garcia Richards,NULL,NULL,2019 January Lobbyist Report,1/13/2019 14:26
Mary,Feldblum,Candidate,2,75,10/4/2018,Mary Feldblum,Tom Udall,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:59
Mary,Feldblum,Candidate,2,100,10/4/2018,Mary Feldblum,Maggie Toulouse Oliver,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:58
Mary,Feldblum,Candidate,2,100,9/28/2018,Mary Feldblum,Elizabeth Thomson,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:57
Mary,Feldblum,Candidate,2,200,10/4/2018,Mary Feldblum,Michelle Lujan Grisham,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:56
Mary,Feldblum,Candidate,2,100,10/4/2018,Mary Feldblum,Martin Heinrich,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:56
Mary,Feldblum,Candidate,2,100,10/4/2018,Mary Feldblum,Debra Haaland,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:55
Mary,Feldblum,Candidate,2,75,10/4/2018,Mary Feldblum,Ben Ray Lujan,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:54
Mary,Feldblum,Candidate,2,250,9/22/2018,Mary Feldblum,Xochitl Torres Small,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:53
Mary,Feldblum,Candidate,2,100,9/15/2018,Mary Feldblum,Stephanie Garcia Richards,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:52
Mary,Feldblum,Candidate,2,75,9/9/2018,Mary Feldblum,Daymon Ely,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:51
Mary,Feldblum,Candidate,2,100,6/10/2018,Mary Feldblum,Daymon Ely,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:51
Sue,Griffith,Meal and Beverage Expenses,1,623.84,12/31/2018,,Sue Griffith,No items exceeding $75 per beneficiary.,Various,2019 January Lobbyist Report,1/13/2019 13:28
Sue,Griffith,Candidate,2,100,12/11/2018,Sue Griffith,Liz Stefanics,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:27
Sue,Griffith,Candidate,2,100,11/15/2018,Sue Griffith,Mimi Stewart,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:26
Sue,Griffith,Candidate,2,100,10/25/2018,Sue Griffith,Patricio Ruiloba,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:26
Sue,Griffith,Candidate,2,100,10/24/2018,Sue Griffith,Jason Harper,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:25
Sue,Griffith,Candidate,2,150,10/15/2018,Sue Griffith,Bill Rehm,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:25
Sue,Griffith,Candidate,2,100,10/10/2018,Sue Griffith,Michael Padilla,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:24
Richard,Romero,Candidate,2,150,12/13/2018,Richard Romero,Miguel Garcia,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:22
Richard,Romero,Candidate,2,100,12/26/2018,Richard Romero,Javier Martinez,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:20
Richard,Romero,Candidate,2,100,12/2/2018,Richard Romero,Friends of Liz Stefanics,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:19
Richard,Romero,Candidate,2,100,10/25/2018,Richard Romero,Patricio Ruiloba,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:19
Richard,Romero,Candidate,2,100,10/15/2018,Richard Romero,Jason Harper,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:18
Richard,Romero,Candidate,2,100,10/15/2018,Richard Romero,Stephanie Garcia-Richard,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:18
Richard,Romero,Candidate,2,100,10/12/2018,Richard Romero,Bill Rehm,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:17
Richard,Romero,Candidate,2,100,10/7/2018,Richard Romero,Angelica Rubio,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:17
Richard,Romero,Political Contribution,2,250,10/6/2018,Richard Romero,Democratic Party of New Mexico,NULL,NULL,2019 January Lobbyist Report,1/13/2019 13:16
Richard,Romero,Meal and Beverage Expenses,1,692,12/31/2018,,Richard Romero,No items exceeding $75 per beneficiary.,Various,2019 January Lobbyist Report,1/13/2019 13:15
Douglas,Meiklejohn,Candidate,2,100,10/19/2018,Douglas Meiklejohn,Christine Chandler,NULL,NULL,2019 January Lobbyist Report,1/13/2019 12:35
Thomas,Horan,Entertainment Expenses,1,172,12/31/2018,Thomas j. Horan,Thomas J. Horan,entertainment- lunches and breakfasts,various legislators,2019 January Lobbyist Report,1/13/2019 10:55
Thomas,Horan,Candidate,2,100,10/10/2018,Thomas j. Horan,Brad Winter for State Representative,NULL,NULL,2019 January Lobbyist Report,1/13/2019 10:52
Thomas,Horan,Political Contribution,2,150,10/10/2018,Thomas j. Horan,House Democratic Legislative Committe,NULL,NULL,2019 January Lobbyist Report,1/13/2019 10:50
Brian ,Nichols,Political Contribution,2,300,10/7/2018,"Myself, not PPRM",Planned Parenthood Votes New Mexico Coordinated Ca,NULL,NULL,2019 January Lobbyist Report,1/13/2019 10:15
Kristine,Jacobus ,Candidate,2,2000,10/26/2018,Ft.. Sill Apache EDA,Stephanie Garcia Richards,NULL,NULL,2019 January Lobbyist Report,1/13/2019
Marla ,Shoats,Political Contribution,2,1000,11/1/2018,Select Energy Services ,CTE Rep. Brian Egolf ,NULL,NULL,2019 January Lobbyist Report,1/13/2019
Marla ,Shoats,Political Contribution,2,300,11/1/2018,Select Energy Services ,CTE Rep. James Strickler ,NULL,NULL,2019 January Lobbyist Report,1/13/2019
Marla ,Shoats,Political Contribution,2,300,11/1/2018,Select Energy Services ,CTE Rep. Paul Bandy ,NULL,NULL,2019 January Lobbyist Report,1/13/2019
Marla ,Shoats,Political Contribution,2,300,11/1/2018,Select Energy Services ,CTE Rep. Kelly Fajardo,NULL,NULL,2019 January Lobbyist Report,1/13/2019
